customer_id,customer_name,email,country,signup_date,customer_segment,marketing_opt_in
CUST00033,Customer 33,customer33@example.com,India,2023-10-13,enterprise,true
CUST00034,Customer 34,customer34@example.com,India,2024-12-03,enterprise,false
CUST00035,Customer 35,customer35@example.com,Vietnam,2024-07-09,enterprise,true
CUST00036,Customer 36,customer36@example.com,Malaysia,2024-02-05,enterprise,false
CUST00037,Customer 37,customer37@example.com,Philippines,2023-11-06,consumer,false
CUST00038,Customer 38,customer38@example.com,Indonesia,2024-10-13,smb,true
CUST00039,Customer 39,customer39@example.com,Vietnam,2023-12-24,enterprise,true
CUST00040,Customer 40,customer40@example.com,Malaysia,2024-07-31,enterprise,false
CUST00041,Customer 41,customer41@example.com,Thailand,2023-08-24,consumer,false
CUST00042,Customer 42,customer42@example.com,Indonesia,2023-11-13,enterprise,true
CUST00043,Customer 43,customer43@example.com,Philippines,2024-04-28,smb,true
CUST00044,Customer 44,customer44@example.com,Philippines,2025-09-09,smb,true
CUST00045,Customer 45,customer45@example.com,Thailand,2025-11-03,enterprise,true
CUST00046,Customer 46,customer46@example.com,Australia,2025-10-06,consumer,true
CUST00047,Customer 47,customer47@example.com,Australia,2025-08-23,enterprise,true
CUST00048,Customer 48,customer48@example.com,India,2025-04-05,consumer,true
CUST00049,Customer 49,customer49@example.com,Vietnam,2024-01-02,smb,false
CUST00050,Customer 50,customer50@example.com,Australia,2024-10-10,consumer,true
CUST00051,Customer 51,customer51@example.com,Malaysia,2025-05-16,smb,true
CUST00052,Customer 52,customer52@example.com,Thailand,2024-05-09,enterprise,true
CUST00053,Customer 53,customer53@example.com,Malaysia,2025-12-25,enterprise,true
CUST00054,Customer 54,customer54@example.com,Malaysia,2025-05-12,consumer,false
CUST00055,Customer 55,customer55@example.com,Thailand,2025-10-21,smb,false
CUST00056,Customer 56,customer56@example.com,Indonesia,2025-05-27,enterprise,false
CUST00057,Customer 57,customer57@example.com,Australia,2025-04-28,smb,true
CUST00058,Customer 58,customer58@example.com,Malaysia,2025-09-27,enterprise,false
CUST00059,Customer 59,customer59@example.com,India,2025-01-04,smb,false
CUST00060,Customer 60,customer60@example.com,Singapore,2023-08-01,enterprise,true
CUST00061,Customer 61,customer61@example.com,India,2025-10-31,enterprise,false
CUST00062,Customer 62,customer62@example.com,Malaysia,2023-10-05,consumer,true
CUST00063,Customer 63,customer63@example.com,Australia,2025-06-21,consumer,false
CUST00064,Customer 64,customer64@example.com,Vietnam,2025-06-28,smb,true
CUST00065,Customer 65,customer65@example.com,Malaysia,2023-07-21,smb,true
CUST00066,Customer 66,customer66@example.com,Singapore,2025-11-11,consumer,true
CUST00067,Customer 67,customer67@example.com,India,2025-07-15,smb,false
CUST00068,Customer 68,customer68@example.com,India,2025-05-28,consumer,true
CUST00069,Customer 69,customer69@example.com,Singapore,2024-12-09,smb,false
CUST00070,Customer 70,customer70@example.com,Australia,2023-10-22,smb,false
CUST00071,Customer 71,customer71@example.com,Australia,2024-01-19,consumer,true
CUST00072,Customer 72,customer72@example.com,Thailand,2025-03-04,consumer,true
CUST00073,Customer 73,customer73@example.com,Philippines,2023-11-28,consumer,true
CUST00074,Customer 74,customer74@example.com,Australia,2024-05-13,enterprise,true
CUST00075,Customer 75,customer75@example.com,Malaysia,2025-11-04,consumer,true
CUST00076,Customer 76,customer76@example.com,Malaysia,2024-05-02,enterprise,true
CUST00077,Customer 77,customer77@example.com,Malaysia,2024-11-14,enterprise,true
CUST00078,Customer 78,customer78@example.com,Singapore,2024-05-19,enterprise,true
CUST00079,Customer 79,customer79@example.com,Philippines,2024-10-29,smb,true
CUST00080,Customer 80,customer80@example.com,Philippines,2024-02-16,consumer,false
CUST00081,Customer 81,customer81@example.com,Indonesia,2024-11-22,enterprise,false
CUST00082,Customer 82,customer82@example.com,Philippines,2024-09-20,consumer,true
CUST00083,Customer 83,customer83@example.com,Malaysia,2024-09-19,consumer,true
CUST00084,Customer 84,customer84@example.com,Vietnam,2024-08-01,consumer,false
CUST00085,Customer 85,customer85@example.com,Thailand,2025-10-23,smb,false
CUST00086,Customer 86,customer86@example.com,Australia,2025-07-24,enterprise,false
CUST00087,Customer 87,customer87@example.com,Singapore,2024-04-15,enterprise,false
CUST00088,Customer 88,customer88@example.com,Malaysia,2024-02-22,consumer,false
CUST00089,Customer 89,customer89@example.com,Malaysia,2025-09-05,enterprise,true
CUST00090,Customer 90,customer90@example.com,Vietnam,2025-03-29,enterprise,true
CUST00091,Customer 91,customer91@example.com,Philippines,2023-12-29,consumer,false
CUST00092,Customer 92,customer92@example.com,Australia,2024-08-02,smb,true
CUST00093,Customer 93,customer93@example.com,India,2025-09-29,smb,true
CUST00094,Customer 94,customer94@example.com,Philippines,2025-12-29,consumer,false
CUST00095,Customer 95,customer95@example.com,Australia,2025-07-20,enterprise,false
CUST00096,Customer 96,customer96@example.com,Singapore,2024-06-06,consumer,true
CUST00097,Customer 97,customer97@example.com,Indonesia,2024-01-25,enterprise,true
CUST00098,Customer 98,customer98@example.com,Philippines,2023-08-31,enterprise,true
CUST00099,Customer 99,customer99@example.com,Indonesia,2024-10-18,consumer,false
CUST00100,Customer 100,customer100@example.com,Singapore,2024-12-24,smb,true
CUST00101,Customer 101,customer101@example.com,Thailand,2024-02-03,enterprise,true
CUST00102,Customer 102,customer102@example.com,India,2025-01-04,enterprise,true
CUST00103,Customer 103,customer103@example.com,Indonesia,2025-05-04,consumer,false
CUST00104,Customer 104,customer104@example.com,Indonesia,2025-12-07,enterprise,false
CUST00105,Customer 105,customer105@example.com,India,2023-10-23,enterprise,true
CUST00106,Customer 106,customer106@example.com,Indonesia,2025-04-03,enterprise,true
CUST00107,Customer 107,customer107@example.com,Singapore,2024-12-06,smb,true
CUST00108,Customer 108,customer108@example.com,Australia,2025-06-11,smb,false
CUST00109,Customer 109,customer109@example.com,Thailand,2023-09-14,consumer,true
CUST00110,Customer 110,customer110@example.com,Thailand,2024-02-26,smb,false
CUST00111,Customer 111,customer111@example.com,Malaysia,2025-03-22,smb,false
CUST00112,Customer 112,customer112@example.com,India,2024-03-16,enterprise,false
CUST00113,Customer 113,customer113@example.com,Malaysia,2025-12-04,smb,true
CUST00114,Customer 114,customer114@example.com,Vietnam,2024-05-17,consumer,true
CUST00115,Customer 115,customer115@example.com,India,2024-05-01,smb,false
CUST00116,Customer 116,customer116@example.com,Malaysia,2024-10-12,smb,true
CUST00117,Customer 117,customer117@example.com,Singapore,2025-04-16,enterprise,false
CUST00118,Customer 118,customer118@example.com,Thailand,2025-12-31,smb,false
CUST00119,Customer 119,customer119@example.com,Philippines,2025-10-22,enterprise,false
CUST00120,Customer 120,customer120@example.com,Malaysia,2024-02-22,enterprise,false
CUST00121,Customer 121,customer121@example.com,Vietnam,2024-07-31,enterprise,false
CUST00122,Customer 122,customer122@example.com,India,2025-02-01,enterprise,false
CUST00123,Customer 123,customer123@example.com,Indonesia,2024-06-13,consumer,false
CUST00124,Customer 124,customer124@example.com,India,2024-02-21,enterprise,true
CUST00125,Customer 125,customer125@example.com,Vietnam,2024-04-11,smb,true
CUST00126,Customer 126,customer126@example.com,Vietnam,2025-02-24,consumer,false
CUST00127,Customer 127,customer127@example.com,Philippines,2023-10-20,smb,false
CUST00128,Customer 128,customer128@example.com,Thailand,2024-10-06,enterprise,false
CUST00129,Customer 129,customer129@example.com,Indonesia,2023-10-12,enterprise,true
CUST00130,Customer 130,customer130@example.com,Philippines,2025-03-17,consumer,true
CUST00131,Customer 131,customer131@example.com,Vietnam,2024-02-13,consumer,true
CUST00132,Customer 132,customer132@example.com,Singapore,2025-08-04,consumer,true
CUST00133,Customer 133,customer133@example.com,Malaysia,2024-09-02,smb,false
CUST00134,Customer 134,customer134@example.com,Thailand,2024-03-28,enterprise,false
CUST00135,Customer 135,customer135@example.com,India,2024-08-13,consumer,true
CUST00136,Customer 136,customer136@example.com,Singapore,2024-03-01,consumer,false
CUST00137,Customer 137,customer137@example.com,Indonesia,2025-05-22,enterprise,false
CUST00138,Customer 138,customer138@example.com,Thailand,2025-11-11,consumer,false
CUST00139,Customer 139,customer139@example.com,Australia,2025-08-18,enterprise,false
CUST00140,Customer 140,customer140@example.com,Australia,2023-11-20,enterprise,false
CUST00141,Customer 141,customer141@example.com,Australia,2023-09-04,consumer,false
CUST00142,Customer 142,customer142@example.com,Vietnam,2024-09-28,consumer,false
CUST00143,Customer 143,customer143@example.com,Australia,2023-11-09,enterprise,true
CUST00144,Customer 144,customer144@example.com,Australia,2025-03-26,consumer,false
CUST00145,Customer 145,customer145@example.com,Vietnam,2025-05-06,smb,false
CUST00146,Customer 146,customer146@example.com,Malaysia,2024-06-27,consumer,true
CUST00147,Customer 147,customer147@example.com,India,2025-05-10,enterprise,true
CUST00148,Customer 148,customer148@example.com,Thailand,2024-01-09,consumer,false
CUST00149,Customer 149,customer149@example.com,Philippines,2024-11-10,enterprise,false
CUST00150,Customer 150,customer150@example.com,Singapore,2024-11-02,consumer,false
CUST00151,Customer 151,customer151@example.com,Singapore,2024-11-29,enterprise,false
CUST00152,Customer 152,customer152@example.com,Singapore,2024-08-31,smb,false
CUST00153,Customer 153,customer153@example.com,India,2023-11-22,smb,true
CUST00154,Customer 154,customer154@example.com,Thailand,2024-08-20,smb,false
CUST00155,Customer 155,customer155@example.com,Singapore,2024-08-22,smb,false
CUST00156,Customer 156,customer156@example.com,India,2024-02-17,enterprise,true
CUST00157,Customer 157,customer157@example.com,Australia,2023-08-25,consumer,true
CUST00158,Customer 158,customer158@example.com,Singapore,2024-11-24,consumer,false
CUST00159,Customer 159,customer159@example.com,Australia,2025-08-16,consumer,true
CUST00160,Customer 160,customer160@example.com,India,2025-04-10,smb,true
CUST00161,Customer 161,customer161@example.com,Philippines,2024-09-23,smb,false
CUST00162,Customer 162,customer162@example.com,India,2025-03-23,smb,true
CUST00163,Customer 163,customer163@example.com,Singapore,2024-09-07,enterprise,true
CUST00164,Customer 164,customer164@example.com,Thailand,2025-01-08,enterprise,true
CUST00165,Customer 165,customer165@example.com,Singapore,2023-10-25,consumer,true
CUST00166,Customer 166,customer166@example.com,Singapore,2025-06-11,enterprise,true
CUST00167,Customer 167,customer167@example.com,Indonesia,2025-05-02,smb,true
CUST00168,Customer 168,customer168@example.com,Thailand,2024-06-03,smb,false
CUST00169,Customer 169,customer169@example.com,Philippines,2023-11-08,consumer,true
CUST00170,Customer 170,customer170@example.com,Indonesia,2023-10-28,smb,true
CUST00171,Customer 171,customer171@example.com,Singapore,2024-05-19,smb,false
CUST00172,Customer 172,customer172@example.com,Thailand,2024-11-21,consumer,true
CUST00173,Customer 173,customer173@example.com,Vietnam,2025-09-19,enterprise,true
CUST00174,Customer 174,customer174@example.com,Singapore,2023-10-09,smb,false
CUST00175,Customer 175,customer175@example.com,Philippines,2024-02-24,consumer,false
CUST00176,Customer 176,customer176@example.com,India,2025-12-20,smb,true
CUST00177,Customer 177,customer177@example.com,Philippines,2024-10-15,enterprise,false
CUST00178,Customer 178,customer178@example.com,Indonesia,2024-01-08,smb,true
CUST00179,Customer 179,customer179@example.com,Vietnam,2023-12-12,enterprise,false
CUST00180,Customer 180,customer180@example.com,India,2024-09-12,enterprise,false
CUST00181,Customer 181,customer181@example.com,Thailand,2025-02-05,consumer,false
CUST00182,Customer 182,customer182@example.com,Thailand,2024-09-27,smb,false
CUST00183,Customer 183,customer183@example.com,Singapore,2025-01-22,smb,false
CUST00184,Customer 184,customer184@example.com,Australia,2025-06-29,consumer,false
CUST00185,Customer 185,customer185@example.com,Vietnam,2023-10-08,smb,false
CUST00186,Customer 186,customer186@example.com,Vietnam,2024-05-01,enterprise,true
CUST00187,Customer 187,customer187@example.com,Thailand,2024-07-21,consumer,true
CUST00188,Customer 188,customer188@example.com,India,2023-12-26,smb,true
CUST00189,Customer 189,customer189@example.com,Australia,2024-01-25,enterprise,false
CUST00190,Customer 190,customer190@example.com,Singapore,2024-09-30,consumer,false
CUST00191,Customer 191,customer191@example.com,India,2025-05-20,enterprise,true
CUST00192,Customer 192,customer192@example.com,Philippines,2025-02-22,smb,false
CUST00193,Customer 193,customer193@example.com,Philippines,2024-10-23,smb,false
CUST00194,Customer 194,customer194@example.com,Vietnam,2025-03-30,smb,true
CUST00195,Customer 195,customer195@example.com,Thailand,2025-08-31,smb,true
CUST00196,Customer 196,customer196@example.com,Indonesia,2023-12-03,consumer,true
CUST00197,Customer 197,customer197@example.com,Australia,2023-12-07,smb,false
CUST00198,Customer 198,customer198@example.com,Thailand,2025-09-21,smb,true
CUST00199,Customer 199,customer199@example.com,Indonesia,2024-12-28,smb,true
CUST00200,Customer 200,customer200@example.com,Indonesia,2024-01-07,smb,true
CUST00201,Customer 201,customer201@example.com,Vietnam,2025-11-07,enterprise,true
CUST00202,Customer 202,customer202@example.com,Australia,2024-03-19,consumer,true
CUST00203,Customer 203,customer203@example.com,Vietnam,2024-05-24,smb,false
CUST00204,Customer 204,customer204@example.com,Philippines,2024-10-07,consumer,true
CUST00205,Customer 205,customer205@example.com,Australia,2025-04-18,consumer,true
CUST00206,Customer 206,customer206@example.com,Australia,2024-11-17,consumer,true
CUST00207,Customer 207,customer207@example.com,Indonesia,2025-07-30,enterprise,false
CUST00208,Customer 208,customer208@example.com,Thailand,2025-10-06,consumer,false
CUST00209,Customer 209,customer209@example.com,Thailand,2024-04-21,enterprise,false
CUST00210,Customer 210,customer210@example.com,Australia,2024-09-27,smb,false
CUST00211,Customer 211,customer211@example.com,Singapore,2025-02-23,enterprise,true
CUST00212,Customer 212,customer212@example.com,Thailand,2023-11-12,enterprise,true
CUST00213,Customer 213,customer213@example.com,Malaysia,2025-04-06,consumer,true
CUST00214,Customer 214,customer214@example.com,Malaysia,2025-07-08,consumer,true
CUST00215,Customer 215,customer215@example.com,Australia,2024-11-09,enterprise,false
CUST00216,Customer 216,customer216@example.com,Singapore,2025-03-09,consumer,false
CUST00217,Customer 217,customer217@example.com,Vietnam,2024-01-09,enterprise,false
CUST00218,Customer 218,customer218@example.com,Thailand,2025-10-21,smb,true
CUST00219,Customer 219,customer219@example.com,Malaysia,2024-10-23,enterprise,true
CUST00220,Customer 220,customer220@example.com,Indonesia,2024-03-09,smb,true
CUST00221,Customer 221,customer221@example.com,Singapore,2025-10-20,consumer,false
CUST00222,Customer 222,customer222@example.com,Vietnam,2024-05-02,smb,true
CUST00223,Customer 223,customer223@example.com,Vietnam,2024-09-09,enterprise,false
CUST00224,Customer 224,customer224@example.com,Australia,2025-03-29,smb,true
CUST00225,Customer 225,customer225@example.com,Singapore,2024-04-29,smb,false
CUST00226,Customer 226,customer226@example.com,Vietnam,2024-04-23,consumer,true
CUST00227,Customer 227,customer227@example.com,Singapore,2025-05-12,enterprise,false
CUST00228,Customer 228,customer228@example.com,Singapore,2024-05-21,consumer,false
CUST00229,Customer 229,customer229@example.com,Australia,2024-07-19,smb,true
CUST00230,Customer 230,customer230@example.com,India,2024-05-12,enterprise,false
CUST00231,Customer 231,customer231@example.com,Australia,2025-09-30,smb,false
CUST00232,Customer 232,customer232@example.com,Philippines,2025-01-25,enterprise,true
CUST00233,Customer 233,customer233@example.com,Indonesia,2023-08-07,smb,false
CUST00234,Customer 234,customer234@example.com,Australia,2024-01-22,smb,false
CUST00235,Customer 235,customer235@example.com,Singapore,2023-09-21,smb,true
CUST00236,Customer 236,customer236@example.com,Vietnam,2025-02-13,smb,true
CUST00237,Customer 237,customer237@example.com,India,2023-11-02,enterprise,true
CUST00238,Customer 238,customer238@example.com,Australia,2024-02-28,smb,true
CUST00239,Customer 239,customer239@example.com,Philippines,2025-06-23,enterprise,false
CUST00240,Customer 240,customer240@example.com,Australia,2024-04-01,consumer,true
CUST00241,Customer 241,customer241@example.com,Indonesia,2025-04-03,smb,false
CUST00242,Customer 242,customer242@example.com,Australia,2024-01-17,consumer,true
CUST00243,Customer 243,customer243@example.com,Thailand,2024-03-27,enterprise,true
CUST00244,Customer 244,customer244@example.com,Singapore,2025-02-17,enterprise,false
CUST00245,Customer 245,customer245@example.com,Thailand,2025-09-28,consumer,false
CUST00246,Customer 246,customer246@example.com,Indonesia,2025-09-03,smb,false
CUST00247,Customer 247,customer247@example.com,Vietnam,2024-07-29,smb,false
CUST00248,Customer 248,customer248@example.com,Thailand,2024-09-05,smb,true
CUST00249,Customer 249,customer249@example.com,Thailand,2024-12-05,enterprise,true
CUST00250,Customer 250,customer250@example.com,Malaysia,2023-08-01,smb,false
CUST00251,Customer 251,customer251@example.com,Vietnam,2025-01-18,consumer,false
CUST00252,Customer 252,customer252@example.com,Vietnam,2023-12-20,enterprise,false
CUST00253,Customer 253,customer253@example.com,Indonesia,2023-07-30,smb,false
CUST00254,Customer 254,customer254@example.com,Philippines,2025-01-13,enterprise,false
CUST00255,Customer 255,customer255@example.com,Philippines,2024-09-22,consumer,true
CUST00256,Customer 256,customer256@example.com,India,2024-05-26,consumer,false
CUST00257,Customer 257,customer257@example.com,Philippines,2025-11-18,enterprise,false
CUST00258,Customer 258,customer258@example.com,India,2024-01-10,smb,true
CUST00259,Customer 259,customer259@example.com,Singapore,2024-08-12,consumer,false
CUST00260,Customer 260,customer260@example.com,Malaysia,2023-07-26,smb,true
CUST00261,Customer 261,customer261@example.com,Australia,2024-07-12,consumer,true
CUST00262,Customer 262,customer262@example.com,Indonesia,2024-11-08,consumer,false
CUST00263,Customer 263,customer263@example.com,Vietnam,2023-10-24,smb,false
CUST00264,Customer 264,customer264@example.com,Malaysia,2024-03-07,smb,false
CUST00265,Customer 265,customer265@example.com,Australia,2025-02-11,enterprise,true
CUST00266,Customer 266,customer266@example.com,Malaysia,2024-04-09,consumer,false
CUST00267,Customer 267,customer267@example.com,Malaysia,2025-05-14,smb,true
CUST00268,Customer 268,customer268@example.com,Malaysia,2023-11-15,smb,true
CUST00269,Customer 269,customer269@example.com,Vietnam,2024-01-22,consumer,true
CUST00270,Customer 270,customer270@example.com,Singapore,2025-02-03,smb,false
CUST00271,Customer 271,customer271@example.com,India,2024-12-14,consumer,true
CUST00272,Customer 272,customer272@example.com,India,2024-07-07,enterprise,true
CUST00273,Customer 273,customer273@example.com,Indonesia,2025-07-11,consumer,false
CUST00274,Customer 274,customer274@example.com,Thailand,2024-04-07,smb,true
CUST00275,Customer 275,customer275@example.com,Australia,2025-05-09,enterprise,false
CUST00276,Customer 276,customer276@example.com,Vietnam,2024-09-18,enterprise,true
CUST00277,Customer 277,customer277@example.com,Australia,2023-10-01,smb,true
CUST00278,Customer 278,customer278@example.com,Australia,2025-10-18,smb,false
CUST00279,Customer 279,customer279@example.com,India,2024-03-18,enterprise,false
CUST00280,Customer 280,customer280@example.com,Vietnam,2024-09-21,consumer,false
CUST00281,Customer 281,customer281@example.com,Australia,2023-08-12,consumer,true
CUST00282,Customer 282,customer282@example.com,Philippines,2024-12-07,enterprise,false
CUST00283,Customer 283,customer283@example.com,Vietnam,2024-01-16,consumer,false
CUST00284,Customer 284,customer284@example.com,Singapore,2025-03-26,enterprise,true
CUST00285,Customer 285,customer285@example.com,Australia,2024-04-21,smb,true
CUST00286,Customer 286,customer286@example.com,Philippines,2024-04-20,consumer,true
CUST00287,Customer 287,customer287@example.com,Vietnam,2024-04-06,enterprise,true
CUST00288,Customer 288,customer288@example.com,Malaysia,2024-03-29,enterprise,true
CUST00289,Customer 289,customer289@example.com,Australia,2025-02-19,consumer,false
CUST00290,Customer 290,customer290@example.com,Indonesia,2023-12-14,consumer,false
CUST00291,Customer 291,customer291@example.com,India,2025-02-01,consumer,true
CUST00292,Customer 292,customer292@example.com,Philippines,2025-08-19,enterprise,false
CUST00293,Customer 293,customer293@example.com,Indonesia,2023-09-04,smb,false
CUST00294,Customer 294,customer294@example.com,Vietnam,2023-09-29,enterprise,false
CUST00295,Customer 295,customer295@example.com,Malaysia,2023-10-01,smb,true
CUST00296,Customer 296,customer296@example.com,Thailand,2025-08-10,enterprise,false
CUST00297,Customer 297,customer297@example.com,Philippines,2023-08-19,consumer,false
CUST00298,Customer 298,customer298@example.com,Vietnam,2025-12-18,enterprise,true
CUST00299,Customer 299,customer299@example.com,Philippines,2024-09-23,enterprise,false
CUST00300,Customer 300,customer300@example.com,India,2024-05-13,enterprise,false
CUST00301,Customer 301,customer301@example.com,Thailand,2025-09-13,smb,true
CUST00302,Customer 302,customer302@example.com,Philippines,2024-04-07,enterprise,true
CUST00303,Customer 303,customer303@example.com,Malaysia,2024-03-09,enterprise,false
CUST00304,Customer 304,customer304@example.com,Vietnam,2024-01-15,enterprise,false
CUST00305,Customer 305,customer305@example.com,Indonesia,2025-09-04,consumer,true
CUST00306,Customer 306,customer306@example.com,Australia,2025-02-24,consumer,true
CUST00307,Customer 307,customer307@example.com,Indonesia,2025-05-06,smb,false
CUST00308,Customer 308,customer308@example.com,India,2024-12-18,enterprise,true
CUST00309,Customer 309,customer309@example.com,Malaysia,2024-11-03,smb,false
CUST00310,Customer 310,customer310@example.com,Singapore,2025-03-21,enterprise,false
CUST00311,Customer 311,customer311@example.com,Australia,2025-05-24,smb,true
CUST00312,Customer 312,customer312@example.com,Philippines,2023-08-10,consumer,false
CUST00313,Customer 313,customer313@example.com,Philippines,2024-06-23,consumer,false
CUST00314,Customer 314,customer314@example.com,Thailand,2025-03-25,consumer,false
CUST00315,Customer 315,customer315@example.com,Thailand,2025-09-30,enterprise,true
CUST00316,Customer 316,customer316@example.com,Philippines,2025-11-11,consumer,true
CUST00317,Customer 317,customer317@example.com,Thailand,2023-10-19,consumer,true
CUST00318,Customer 318,customer318@example.com,Thailand,2024-05-11,consumer,false
CUST00319,Customer 319,customer319@example.com,Indonesia,2023-11-01,enterprise,true
CUST00320,Customer 320,customer320@example.com,Indonesia,2025-03-24,consumer,false
CUST00321,Customer 321,customer321@example.com,Indonesia,2023-10-07,consumer,true
CUST00322,Customer 322,customer322@example.com,Singapore,2025-08-20,smb,true
CUST00323,Customer 323,customer323@example.com,Philippines,2024-05-09,consumer,true
CUST00324,Customer 324,customer324@example.com,Singapore,2025-04-05,consumer,false
CUST00325,Customer 325,customer325@example.com,Malaysia,2024-07-12,enterprise,true
CUST00326,Customer 326,customer326@example.com,Australia,2024-09-01,smb,true
CUST00327,Customer 327,customer327@example.com,Thailand,2024-09-26,enterprise,true
CUST00328,Customer 328,customer328@example.com,Vietnam,2023-12-19,smb,true
CUST00329,Customer 329,customer329@example.com,Australia,2025-10-31,smb,false
CUST00330,Customer 330,customer330@example.com,Malaysia,2024-01-30,smb,false
CUST00331,Customer 331,customer331@example.com,Malaysia,2025-10-18,smb,true
CUST00332,Customer 332,customer332@example.com,Indonesia,2025-10-26,smb,false
CUST00333,Customer 333,customer333@example.com,Vietnam,2024-12-07,smb,false
CUST00334,Customer 334,customer334@example.com,Malaysia,2025-09-22,enterprise,true
CUST00335,Customer 335,customer335@example.com,Australia,2024-10-18,consumer,false
CUST00336,Customer 336,customer336@example.com,Australia,2025-01-19,smb,false
CUST00337,Customer 337,customer337@example.com,Malaysia,2023-12-16,smb,false
CUST00338,Customer 338,customer338@example.com,Vietnam,2025-02-15,smb,true
CUST00339,Customer 339,customer339@example.com,Australia,2024-01-29,consumer,true
CUST00340,Customer 340,customer340@example.com,Malaysia,2023-09-03,consumer,false
CUST00341,Customer 341,customer341@example.com,Philippines,2025-09-25,consumer,true
CUST00342,Customer 342,customer342@example.com,Philippines,2024-05-11,enterprise,true
CUST00343,Customer 343,customer343@example.com,Philippines,2024-11-07,enterprise,false
CUST00344,Customer 344,customer344@example.com,Singapore,2023-07-28,smb,false
CUST00345,Customer 345,customer345@example.com,Malaysia,2025-01-06,enterprise,true
CUST00346,Customer 346,customer346@example.com,Australia,2025-07-27,consumer,true
CUST00347,Customer 347,customer347@example.com,Philippines,2025-01-08,consumer,false
CUST00348,Customer 348,customer348@example.com,Thailand,2024-05-24,smb,true
CUST00349,Customer 349,customer349@example.com,Vietnam,2024-04-18,consumer,true
CUST00350,Customer 350,customer350@example.com,Vietnam,2025-03-28,smb,false
CUST00351,Customer 351,customer351@example.com,Indonesia,2025-12-26,consumer,false
CUST00352,Customer 352,customer352@example.com,Indonesia,2025-10-22,enterprise,true
CUST00353,Customer 353,customer353@example.com,Thailand,2025-09-30,smb,false
CUST00354,Customer 354,customer354@example.com,Philippines,2024-09-24,consumer,false
CUST00355,Customer 355,customer355@example.com,Philippines,2025-02-16,enterprise,true
CUST00356,Customer 356,customer356@example.com,Indonesia,2025-11-09,consumer,true
CUST00357,Customer 357,customer357@example.com,Malaysia,2024-02-11,smb,false
CUST00358,Customer 358,customer358@example.com,India,2024-02-24,smb,false
CUST00359,Customer 359,customer359@example.com,Vietnam,2024-11-03,consumer,true
CUST00360,Customer 360,customer360@example.com,India,2025-01-13,consumer,false
CUST00361,Customer 361,customer361@example.com,Australia,2024-02-07,enterprise,false
CUST00362,Customer 362,customer362@example.com,Thailand,2025-11-16,smb,true
CUST00363,Customer 363,customer363@example.com,Thailand,2025-12-25,smb,true
CUST00364,Customer 364,customer364@example.com,Indonesia,2023-11-08,smb,false
CUST00365,Customer 365,customer365@example.com,Malaysia,2025-01-31,consumer,false
CUST00366,Customer 366,customer366@example.com,India,2023-11-29,consumer,true
CUST00367,Customer 367,customer367@example.com,Thailand,2024-12-08,enterprise,false
